# Column 1: Channel -> ID
# Column 2: Spectral axis -> Gas velocity in km/s
# Column 3: Intensity axis -> Brightness temperature in K
#
#  Channel     Spectral axis    Intensity
 1.06000E+03    3.78924E+02    6.25000E-02
 1.06100E+03    3.79750E+02   -2.50015E-02
 1.06200E+03    3.80577E+02   -4.24957E-02
 1.06300E+03    3.81404E+02    7.49969E-03
 1.06400E+03    3.82230E+02   -1.00021E-02
 1.06500E+03    3.83057E+02    3.25012E-02
 1.06600E+03    3.83883E+02   -1.75018E-02
 1.06700E+03    3.84710E+02   -2.24991E-02
 1.06800E+03    3.85537E+02    2.50015E-02
 1.06900E+03    3.86363E+02    5.00031E-02
 1.07000E+03    3.87190E+02    4.49982E-02
 1.07100E+03    3.88017E+02   -4.99725E-03
 1.07200E+03    3.88843E+02    7.50046E-02
 1.07300E+03    3.89670E+02   -2.49481E-03
 1.07400E+03    3.90496E+02    5.00488E-03
 1.07500E+03    3.91323E+02   -7.49969E-02
 1.07600E+03    3.92150E+02   -5.50003E-02
 1.07700E+03    3.92976E+02    1.49994E-02
 1.07800E+03    3.93803E+02    4.75006E-02
 1.07900E+03    3.94630E+02    5.00031E-02
 1.08000E+03    3.95456E+02    0.00000E+00
 1.08100E+03    3.96283E+02    5.50003E-02
 1.08200E+03    3.97110E+02   -6.25000E-02
 1.08300E+03    3.97937E+02   -5.99976E-02
 1.08400E+03    3.98763E+02   -2.99988E-02
 1.08500E+03    3.99590E+02   -4.00009E-02
 1.08600E+03    4.00417E+02   -1.00021E-02
 1.08700E+03    4.01243E+02    1.25046E-02
 1.08800E+03    4.02070E+02    2.00043E-02
 1.08900E+03    4.02897E+02   -4.99725E-03
 1.09000E+03    4.03723E+02   -2.24991E-02
 1.09100E+03    4.04550E+02   -5.50003E-02
 1.09200E+03    4.05377E+02    6.99997E-02
 1.09300E+03    4.06204E+02    8.25043E-02
 1.09400E+03    4.07030E+02    9.99985E-02
 1.09500E+03    4.07857E+02   -3.49960E-02
 1.09600E+03    4.08684E+02    6.00052E-02
 1.09700E+03    4.09511E+02    3.50037E-02
 1.09800E+03    4.10337E+02   -6.74973E-02
 1.09900E+03    4.11164E+02   -5.24979E-02
 1.10000E+03    4.11991E+02    2.24991E-02
 1.10100E+03    4.12818E+02    1.12503E-01
 1.10200E+03    4.13644E+02    8.00018E-02
 1.10300E+03    4.14471E+02   -5.50003E-02
 1.10400E+03    4.15298E+02   -4.00009E-02
 1.10500E+03    4.16125E+02   -1.49994E-02
 1.10600E+03    4.16952E+02   -4.00009E-02
 1.10700E+03    4.17778E+02   -3.74985E-02
 1.10800E+03    4.18605E+02    0.00000E+00
 1.10900E+03    4.19432E+02    1.49994E-02
 1.11000E+03    4.20259E+02    5.00031E-02
 1.11100E+03    4.21086E+02   -4.00009E-02
 1.11200E+03    4.21912E+02   -6.74973E-02
 1.11300E+03    4.22739E+02    2.99988E-02
 1.11400E+03    4.23566E+02   -2.49481E-03
 1.11500E+03    4.24393E+02    4.00009E-02
 1.11600E+03    4.25220E+02    6.75049E-02
 1.11700E+03    4.26047E+02   -2.49481E-03
 1.11800E+03    4.26873E+02    3.50037E-02
 1.11900E+03    4.27700E+02    1.00021E-02
 1.12000E+03    4.28527E+02    1.49994E-02
 1.12100E+03    4.29354E+02   -1.49994E-02
 1.12200E+03    4.30181E+02    1.49994E-02
 1.12300E+03    4.31008E+02    5.24979E-02
 1.12400E+03    4.31835E+02    8.75015E-02
 1.12500E+03    4.32662E+02    3.25012E-02
 1.12600E+03    4.33488E+02   -1.99966E-02
 1.12700E+03    4.34315E+02   -2.74963E-02
 1.12800E+03    4.35142E+02    1.00021E-02
 1.12900E+03    4.35969E+02    7.49969E-03
 1.13000E+03    4.36796E+02    5.50003E-02
 1.13100E+03    4.37623E+02    6.00052E-02
 1.13200E+03    4.38450E+02    3.25012E-02
 1.13300E+03    4.39277E+02    5.00031E-02
 1.13400E+03    4.40104E+02    4.25034E-02
 1.13500E+03    4.40931E+02   -7.49969E-03
 1.13600E+03    4.41758E+02   -4.00009E-02
 1.13700E+03    4.42584E+02    2.75040E-02
 1.13800E+03    4.43411E+02   -4.75006E-02
 1.13900E+03    4.44238E+02   -9.24988E-02
 1.14000E+03    4.45065E+02    2.99988E-02
 1.14100E+03    4.45892E+02   -1.25000E-01
 1.14200E+03    4.46719E+02   -1.75018E-02
 1.14300E+03    4.47546E+02    3.74985E-02
 1.14400E+03    4.48373E+02   -3.49960E-02
 1.14500E+03    4.49200E+02   -4.00009E-02
 1.14600E+03    4.50027E+02    7.49969E-03
 1.14700E+03    4.50854E+02    5.75027E-02
 1.14800E+03    4.51681E+02   -2.24991E-02
 1.14900E+03    4.52508E+02    6.99997E-02
 1.15000E+03    4.53335E+02    1.02501E-01
 1.15100E+03    4.54162E+02   -5.24979E-02
 1.15200E+03    4.54989E+02   -1.75018E-02
 1.15300E+03    4.55816E+02    2.00043E-02
 1.15400E+03    4.56643E+02   -1.49994E-02
 1.15500E+03    4.57470E+02   -2.50015E-02
 1.15600E+03    4.58297E+02    5.75027E-02
 1.15700E+03    4.59124E+02   -1.24969E-02
 1.15800E+03    4.59951E+02   -1.24969E-02
 1.15900E+03    4.60778E+02    5.50003E-02
 1.16000E+03    4.61605E+02   -1.49994E-02
 1.16100E+03    4.62432E+02    1.49994E-02
 1.16200E+03    4.63259E+02   -5.24979E-02
 1.16300E+03    4.64086E+02    2.24991E-02
 1.16400E+03    4.64913E+02    6.00052E-02
 1.16500E+03    4.65740E+02    2.99988E-02
 1.16600E+03    4.66568E+02    4.00009E-02
 1.16700E+03    4.67395E+02    1.00021E-02
 1.16800E+03    4.68222E+02   -4.75006E-02
 1.16900E+03    4.69049E+02   -8.00018E-02
 1.17000E+03    4.69876E+02    5.24979E-02
 1.17100E+03    4.70703E+02   -7.49969E-02
 1.17200E+03    4.71530E+02   -1.99966E-02
 1.17300E+03    4.72357E+02   -3.25012E-02
 1.17400E+03    4.73184E+02   -3.49960E-02
 1.17500E+03    4.74011E+02    5.00031E-02
 1.17600E+03    4.74838E+02    2.99988E-02
 1.17700E+03    4.75666E+02    4.00009E-02
 1.17800E+03    4.76493E+02    1.49994E-02
 1.17900E+03    4.77320E+02   -2.99988E-02
 1.18000E+03    4.78147E+02    8.00018E-02
 1.18100E+03    4.78974E+02   -4.99954E-02
 1.18200E+03    4.79801E+02   -2.24991E-02
 1.18300E+03    4.80628E+02   -4.49982E-02
 1.18400E+03    4.81455E+02   -2.24991E-02
 1.18500E+03    4.82283E+02   -4.99725E-03
 1.18600E+03    4.83110E+02   -1.75018E-02
 1.18700E+03    4.83937E+02    7.49969E-03
 1.18800E+03    4.84764E+02   -4.99725E-03
 1.18900E+03    4.85591E+02   -1.24969E-02
 1.19000E+03    4.86418E+02    1.49994E-02
 1.19100E+03    4.87246E+02    2.50015E-02
 1.19200E+03    4.88073E+02   -1.47499E-01
 1.19300E+03    4.88900E+02   -8.00018E-02
 1.19400E+03    4.89727E+02    2.50244E-03
 1.19500E+03    4.90554E+02    1.30005E-01
 1.19600E+03    4.91382E+02   -4.99725E-03
 1.19700E+03    4.92209E+02   -1.49994E-02
 1.19800E+03    4.93036E+02    2.75040E-02
 1.19900E+03    4.93863E+02    2.50244E-03
 1.20000E+03    4.94690E+02    2.00043E-02
 1.20100E+03    4.95518E+02    6.75049E-02
